loan_status,loan_amnt,int_rate,grade,emp_length,home_ownership,annual_inc,age
0,5000,15.21,D,4,RENT,32760,27
0,20000,7.51,A,14,RENT,59000,31
0,6000,12.69,B,5,RENT,51000,28
0,5000,,A,5,MORTGAGE,60000,25
0,9000,6.03,A,4,MORTGAGE,50000,25
0,5000,,A,4,MORTGAGE,64500,23
0,35000,12.99,C,6,MORTGAGE,165000,27
0,7000,9.99,B,0,RENT,45600,26
0,10000,7.51,A,3,MORTGAGE,75000,55
0,20000,10.37,B,5,MORTGAGE,165000,24
0,7200,9.91,B,13,MORTGAGE,170000,46
0,5000,7.9,A,5,MORTGAGE,35000,22
0,4000,12.98,C,0,MORTGAGE,32400,29
0,35000,13.99,C,4,MORTGAGE,72400,24
0,8000,11.99,B,5,RENT,70000,23
0,2725,,A,0,MORTGAGE,57000,43
0,5600,13.98,C,6,MORTGAGE,108041,28
0,7000,7.88,A,2,MORTGAGE,66996,23
0,12500,7.49,A,8,MORTGAGE,85000,28
0,4500,5.42,A,31,MORTGAGE,99000,29
0,6000,7.66,A,7,MORTGAGE,31000,25
0,3000,7.9,A,2,MORTGAGE,45000,39
0,8000,,A,14,MORTGAGE,42348,25
0,20000,7.49,A,8,MORTGAGE,120000,31
0,5000,8.49,A,24,MORTGAGE,33000,25
0,8000,5.99,A,,MORTGAGE,32000,21
0,24000,10.99,B,21,MORTGAGE,65000,28
0,1600,10.59,B,8,MORTGAGE,36000,31
0,25000,,C,3,RENT,110000,26
0,3500,9.99,B,3,RENT,24240,22
0,10000,7.66,A,1,RENT,65000,26
0,5000,21.36,F,1,RENT,39000,24
0,8150,16.49,D,3,RENT,35004,32
0,10000,17.27,D,5,RENT,72000,22
0,10000,9.62,B,6,MORTGAGE,78720,25
0,15000,10.37,B,3,MORTGAGE,82000,25
0,3500,7.14,A,11,RENT,25000,28
0,10000,16.4,E,16,RENT,50800,33
0,10800,12.42,B,4,MORTGAGE,86000,32
0,2000,7.29,A,0,RENT,22000,22
0,9600,8.9,A,3,RENT,55000,22
0,12000,,B,0,RENT,47840,28
0,12000,6.62,A,2,MORTGAGE,50000,24
0,1000,,C,21,RENT,54000,31
0,10000,10.74,B,14,RENT,38004,22
0,5000,16.77,E,1,RENT,45000,24
0,5000,6.03,A,14,MORTGAGE,62000,22
0,12000,13.49,C,6,RENT,40000,24
0,10000,13.99,C,3,RENT,31200,27
0,4300,7.49,A,4,RENT,60000,39
0,6500,12.69,B,2,RENT,28800,41
0,25000,15.62,D,22,OWN,70000,29
0,2100,7.51,A,16,MORTGAGE,35292,23
0,12000,10.25,B,3,RENT,69805,27
0,6400,16.89,D,11,RENT,51000,37
0,7200,7.49,A,0,RENT,41000,30
0,12000,,A,4,MORTGAGE,120155,24
0,12000,5.79,A,2,RENT,45000,23
0,10000,11.99,B,5,RENT,40000,24
0,3775,15.27,C,1,OWN,22300,35
0,7500,8.9,A,1,MORTGAGE,26400,25
0,8000,15.23,C,4,RENT,95000,25
0,9975,5.42,A,13,MORTGAGE,114000,30
0,15000,9.91,B,2,MORTGAGE,92000,23
0,8000,12.99,C,,RENT,24000,27
0,12000,8.9,A,5,MORTGAGE,35000,36
0,15250,15.95,E,4,MORTGAGE,50000,23
0,8000,12.69,B,4,RENT,38000,26
0,6200,10.65,B,6,OWN,58000,31
0,3000,10.36,B,5,OWN,30000,22
0,9600,6.76,A,5,MORTGAGE,50000,32
0,6500,10.38,B,2,RENT,26400,29
0,7000,7.49,A,2,RENT,99100,26
0,20000,10.65,B,5,MORTGAGE,130000,34
0,25000,13.11,C,2,RENT,49861,28
0,18000,13.49,C,18,MORTGAGE,50000,28
0,3000,6.39,A,1,MORTGAGE,120000,24
0,5000,10,B,12,MORTGAGE,50000,43
0,21000,19.41,F,3,RENT,40000,35
0,2500,15.65,D,9,RENT,47004,26
0,5000,9.25,B,3,MORTGAGE,29004,22
0,15000,11.71,B,18,MORTGAGE,78840,39
0,17500,8.9,A,9,OWN,84000,23
0,2700,14.27,C,5,MORTGAGE,88500,32
0,15000,15.57,D,18,RENT,49000,25
0,4200,,B,12,RENT,29000,26
0,12000,12.69,B,11,OWN,75000,28
0,7200,6.99,A,13,MORTGAGE,113676,24
0,10800,6.91,A,15,MORTGAGE,72000,22
0,6000,10.99,B,5,MORTGAGE,64000,22
0,2600,12.69,B,1,RENT,9600,29
0,7200,7.29,A,5,RENT,50000,25
0,22250,,B,6,MORTGAGE,135000,33
0,4200,14.79,C,2,RENT,65000,32
0,9000,7.51,A,3,RENT,42000,23
0,5100,11.49,B,6,MORTGAGE,60000,27
0,24250,10.75,B,16,MORTGAGE,41004,21
0,15000,6.17,A,24,MORTGAGE,77237,24
0,17000,6.03,A,2,MORTGAGE,120000,27
0,9000,11.71,B,9,MORTGAGE,43000,22
0,3250,,C,1,RENT,18000,23
0,13500,12.69,B,5,RENT,71000,26
0,20000,14.79,C,4,MORTGAGE,120602.4,34
0,1450,,A,0,RENT,21600,24
0,6000,7.88,A,21,MORTGAGE,102000,29
0,6000,,B,2,RENT,66000,62
0,8500,7.29,A,3,MORTGAGE,73000,32
0,10000,6.03,A,5,RENT,36000,41
0,7000,7.66,A,2,RENT,66000,23
0,3600,6.92,A,3,MORTGAGE,35000,24
0,5000,7.9,A,5,RENT,26400,24
0,4000,10.37,B,3,RENT,52000,24
0,7200,8.49,A,5,RENT,84000,21
0,12000,8.49,A,9,MORTGAGE,97000,28
0,14675,12.69,B,7,MORTGAGE,40000,27
0,10000,15.62,D,21,RENT,90000,30
0,2000,10.99,B,6,OWN,43200,30
0,12000,7.29,A,7,MORTGAGE,75000,25
0,1800,13.35,C,1,RENT,48000,21
0,4200,9.99,B,2,RENT,31500,31
0,6000,14.72,C,22,RENT,30000,23
0,18000,6.62,A,2,MORTGAGE,78000,29
0,5575,6.54,A,11,MORTGAGE,97781,23
0,6250,6.54,A,0,OWN,18000,24
0,10000,14.72,C,3,RENT,36000,22
0,4000,9.25,B,0,RENT,49000,37
0,7300,13.61,C,1,OWN,26400,22
0,6000,10.59,B,2,RENT,42000,34
0,12000,14.83,D,6,MORTGAGE,52000,24
0,9000,15.99,D,2,RENT,41500,23
0,35000,18.39,E,20,MORTGAGE,300000,37
0,12000,16.29,D,9,RENT,36000,35
0,6200,12.42,B,5,RENT,46200,22
0,7000,10.38,B,10,MORTGAGE,64000,22
0,18400,9.91,B,3,RENT,62500,33
0,1000,6.76,A,6,OWN,40000,24
0,20000,8.9,A,16,RENT,121000,24
0,25000,10.65,B,13,MORTGAGE,75000,33
0,2000,18.3,F,,RENT,20000,29
0,9600,8.49,A,0,OWN,52000,52
0,6400,13.23,C,4,MORTGAGE,67000,34
0,4000,11.49,B,3,RENT,34500,23
0,21000,14.65,C,6,MORTGAGE,96000,25
0,3325,5.42,A,25,MORTGAGE,49920,25
0,7000,8.49,A,14,RENT,46000,25
0,9000,7.51,A,2,RENT,20000,21
0,9000,5.99,A,1,OWN,22800,22
0,16750,15.2,D,5,MORTGAGE,55000,51
0,2200,10.99,B,13,RENT,52416,30
0,1600,7.51,A,4,RENT,15120,24
0,12000,9.99,B,2,OWN,36184.8,21
0,6000,,C,1,OWN,24000,27
0,10000,9.99,B,7,MORTGAGE,50000,33
0,10000,15.65,D,3,RENT,36712,22
0,3600,,A,1,OWN,50000,22
0,8500,11.71,B,6,RENT,74000,22
0,16200,10.25,B,2,RENT,42000,30
0,2800,,A,7,MORTGAGE,55000,23
0,8450,5.99,A,7,RENT,30000,39
0,10000,16.77,E,6,RENT,95000,25
0,3800,8.88,B,3,RENT,11000,22
0,25000,15.2,D,9,RENT,75000,30
0,5500,8.9,A,0,RENT,30000,36
0,25000,15.21,D,4,RENT,135000,30
0,20000,,B,3,MORTGAGE,70000,29
0,10000,15.62,D,1,RENT,65000,44
0,3600,,D,2,RENT,132000,33
0,4000,11.12,B,0,MORTGAGE,58000,30
0,14400,5.42,A,0,MORTGAGE,135000,28
0,8500,7.51,A,5,MORTGAGE,66000,22
0,5000,11.71,B,,MORTGAGE,70116,33
0,10400,11.49,B,5,RENT,90000,43
0,7000,12.23,C,12,MORTGAGE,160000,27
0,10000,,A,7,MORTGAGE,72000,22
0,10000,7.88,A,4,RENT,34995,26
0,1000,6.91,A,9,RENT,40800,22
0,6000,7.9,A,2,RENT,22356,33
0,7000,7.14,A,2,MORTGAGE,120000,27
0,6400,14.96,D,2,RENT,31836,29
0,5000,15.21,D,0,RENT,80000,28
0,7200,17.58,D,15,RENT,56000,23
0,7000,13.49,C,4,MORTGAGE,55000,34
0,11500,10.36,B,6,RENT,30000,27
0,22800,12.69,B,2,OWN,43000,22
0,7500,8.9,A,0,MORTGAGE,75000,27
0,8000,11.36,B,1,RENT,58000,27
0,2125,15.27,C,6,RENT,35000,28
0,7800,,A,0,RENT,75000,73
0,14000,10.65,B,3,RENT,48880,29
0,6000,5.79,A,21,MORTGAGE,45378,23
0,10000,,B,7,MORTGAGE,74000,23
0,7000,13.61,C,7,MORTGAGE,60000,22
0,15000,,A,5,RENT,60000,22
0,4000,5.79,A,2,MORTGAGE,75000,26
0,5000,13.61,C,7,RENT,50000,27
0,17000,14.65,C,1,MORTGAGE,60000,39
0,14400,,C,2,RENT,42996,22
0,10000,13.49,C,1,MORTGAGE,35640,24
0,5000,7.14,A,14,MORTGAGE,110000,25
0,2000,9.99,B,2,RENT,75000,24
0,5000,5.42,A,,MORTGAGE,56000,25
0,2400,9.25,B,,RENT,95000,25
0,14000,7.29,A,4,RENT,33200,30
0,3250,7.88,A,4,MORTGAGE,63996,22
0,1500,,D,1,RENT,18996,22
0,10000,7.49,A,4,RENT,90000,27
0,1500,9.25,B,0,RENT,12996,34
0,2700,11.86,B,4,MORTGAGE,54000,23
0,9975,,B,,RENT,29004,22
0,1000,10.36,B,2,RENT,33600,23
0,11000,6.99,A,2,RENT,44975.52,25
0,1200,18.99,F,5,RENT,24000,27
0,12000,16.29,D,5,MORTGAGE,105000,24
0,14400,10.75,B,2,RENT,31800,30
0,2400,10.99,B,1,RENT,39000,30
0,2500,11.71,B,0,RENT,24000,23
0,10625,,B,2,RENT,30000,40
0,5000,6.54,A,,MORTGAGE,60000,22
0,8000,5.99,A,0,RENT,75000,22
0,3000,13.35,C,4,MORTGAGE,225000,34
0,3000,5.42,A,11,MORTGAGE,70000,27
0,2000,7.9,A,4,RENT,39600,27
0,6000,14.54,D,4,MORTGAGE,30652,23
0,10000,5.79,A,0,RENT,72000,26
0,16000,16.45,E,3,RENT,80500,25
0,3725,6.54,A,0,RENT,33000,23
0,10000,5.42,A,0,RENT,55000,25
0,24000,6.54,A,0,MORTGAGE,60400,22
0,8400,6.62,A,4,MORTGAGE,86000,32
0,4000,8.9,A,14,MORTGAGE,62400,24
0,11000,14.22,C,5,RENT,29004,21
0,6000,6.03,A,6,RENT,31000,21
0,1325,14.79,C,5,RENT,51500,25
0,13500,6.92,A,0,RENT,57000,24
0,15000,12.99,C,4,RENT,210000,26
0,4800,10.99,B,3,RENT,160800,29
0,5000,6.03,A,,MORTGAGE,95000,31
0,12500,8.49,A,8,OWN,47000,26
0,3000,7.66,A,,MORTGAGE,66000,29
0,3000,12.42,B,5,RENT,75500,33
0,10800,6.92,A,0,RENT,40000,24
0,8000,8.9,A,4,MORTGAGE,52000,27
0,3600,11.71,B,2,OWN,20988,33
0,6000,6.92,A,3,MORTGAGE,99400,29
0,6625,16.77,D,11,MORTGAGE,55000,23
0,10000,9.99,B,3,MORTGAGE,54000,28
0,2100,7.51,A,,RENT,8000,22
0,9350,,A,5,MORTGAGE,48500,30
0,14125,12.99,C,4,RENT,30000,35
0,3500,5.42,A,,MORTGAGE,57550,26
0,18000,9.99,B,0,RENT,66000,35
0,10000,14.35,C,4,RENT,30000,22
0,10000,5.42,A,0,MORTGAGE,93000,32
0,12000,12.61,C,1,OWN,65000,25
0,6000,15.27,C,5,RENT,29000,24
0,9175,10.99,B,0,MORTGAGE,125000,34
0,12000,7.66,A,6,MORTGAGE,97000,31
0,9500,6.92,A,15,MORTGAGE,52500,32
0,8000,10.99,B,20,MORTGAGE,50000,24
0,13000,10.99,B,17,RENT,46000,24
0,5000,10.25,B,7,RENT,112000,25
0,6000,7.49,A,2,RENT,35000,22
0,2000,14.72,C,18,RENT,34000,29
0,6000,16.49,D,7,RENT,65000,26
0,9500,11.99,B,13,MORTGAGE,153000,35
0,8000,6.99,A,7,MORTGAGE,96000,30
0,6000,12.99,C,,RENT,24000,24
0,16000,6.91,A,11,MORTGAGE,80000,27
0,20000,13.49,C,3,RENT,175000,32
0,18000,10.99,B,5,MORTGAGE,95000,25
0,5400,,C,0,RENT,21600,23
0,10000,10.37,B,13,RENT,85000,24
0,14000,14.35,C,5,RENT,56000,22
0,7500,11.12,B,1,OWN,22300,23
0,16000,6.91,A,0,RENT,85000,24
0,10000,6.62,A,3,RENT,100000,25
0,3200,5.42,A,12,MORTGAGE,40000,33
0,10000,15.62,D,6,RENT,27000,27
0,12000,16.29,D,20,RENT,53000,23
0,35000,17.49,D,10,MORTGAGE,350000,35
0,6000,11.99,B,8,RENT,105500,22
0,6400,10.99,B,6,MORTGAGE,39000,27
0,9600,,D,5,RENT,45996,27
0,18250,11.11,B,19,MORTGAGE,96000,25
0,4100,6.92,A,3,MORTGAGE,147000,26
0,16000,8.9,A,,OWN,35000,37
0,21000,8.9,A,5,MORTGAGE,216000,23
0,8000,11.49,B,12,MORTGAGE,101000,32
0,3800,18.25,D,4,RENT,40000,22
0,8800,6.62,A,7,RENT,48000,22
0,1200,7.14,A,0,OWN,32000,36
0,9975,,C,24,RENT,83200,22
0,4300,7.9,A,13,MORTGAGE,90000,24
0,5600,13.49,C,0,RENT,30000,27
0,1200,,B,0,MORTGAGE,43500,27
0,12000,,B,3,RENT,90000,49
0,7500,7.88,A,4,RENT,70000,27
0,12000,10.65,B,2,RENT,42000,27
0,2000,14.72,C,4,RENT,10800,31
0,3600,9.91,B,2,MORTGAGE,25000,21
0,4000,,A,0,RENT,45000,28
0,14500,7.29,A,14,OWN,44000,24
0,10000,11.49,B,8,RENT,72000,36
0,1800,11.36,B,0,RENT,27000,37
0,8500,7.51,A,3,MORTGAGE,42000,24
0,5000,6.03,A,8,RENT,36396,24
0,3000,6.76,A,,OWN,21600,26
0,6000,5.42,A,0,OWN,42000,23
0,13000,15.33,D,3,MORTGAGE,100000,29
0,10000,11.49,B,2,RENT,33200,26
0,5000,9.63,B,9,MORTGAGE,66500,25
0,5000,11.86,B,0,RENT,64151,24
0,15000,16.77,D,3,MORTGAGE,133000,35
0,2500,16.49,D,,MORTGAGE,70000,21
0,6900,12.42,B,7,MORTGAGE,35000,21
0,3600,9.91,B,,MORTGAGE,46858.08,28
0,3000,7.51,A,,MORTGAGE,66000,22
0,10000,15.33,D,7,RENT,53520,21
0,5000,10.38,B,6,RENT,42996,25
0,5000,6.91,A,2,RENT,21000,21
0,16500,10.75,B,4,RENT,40428,22
0,21000,11.49,B,4,MORTGAGE,100800,24
0,18200,7.51,A,2,MORTGAGE,61000,22
0,4600,5.42,A,37,MORTGAGE,43971,21
0,10000,8.49,A,14,OWN,32956,26
0,12000,,B,0,RENT,48605,31
0,8000,11.99,B,6,RENT,25000,43
0,21000,7.51,A,,MORTGAGE,49200,22
0,10000,16.77,D,9,MORTGAGE,77000,32
0,28000,8.49,A,15,MORTGAGE,132652.8,24
0,4000,18.79,E,3,RENT,72000,29
0,4200,,A,8,RENT,23520,23
0,11000,10.38,B,0,RENT,42000,29
0,10000,9.99,B,3,OWN,96000,31
0,3000,15.62,D,0,RENT,25000,27
0,7500,12.98,C,1,OWN,30000,28
0,8000,14.22,C,9,RENT,64000,31
0,2700,5.99,A,14,MORTGAGE,50004,23
0,2500,10.38,B,4,MORTGAGE,85000,24
0,8250,7.49,A,1,RENT,25200,21
0,14400,13.61,C,3,RENT,44500,29
0,10000,7.51,A,12,MORTGAGE,50000,26
0,10000,,B,11,MORTGAGE,89000,38
0,16800,,B,3,MORTGAGE,65500,23
0,15000,6.03,A,27,MORTGAGE,83886.4,27
0,6500,13.85,C,4,RENT,30000,22
0,4900,14.09,D,18,MORTGAGE,60000,41
0,5400,5.42,A,4,RENT,57500,22
0,1800,11.36,B,3,RENT,35000,26
0,6700,11.99,B,3,RENT,48000,22
0,20000,11.11,B,2,MORTGAGE,78000,30
0,4000,17.19,D,10,RENT,34000,27
0,10000,6.54,A,2,MORTGAGE,80000,47
0,6000,8.9,A,8,OWN,47000,32
0,10000,12.42,B,3,RENT,78000,22
0,14000,12.69,B,10,RENT,62000,48
0,25000,15.95,D,10,OWN,83000,22
0,5000,10.65,B,4,RENT,49000,24
0,7500,5.79,A,3,OWN,20000,22
0,10000,12.42,B,5,MORTGAGE,65000,27
0,10000,13.48,C,13,MORTGAGE,75689,30
0,8000,7.29,A,4,RENT,43300,24
0,2600,8.9,A,3,MORTGAGE,175000,26
0,8000,10.99,B,5,OWN,37000,27
0,5500,11.11,B,3,RENT,33000,24
0,10000,7.14,A,2,RENT,40000,22
0,4800,9.99,B,25,MORTGAGE,65000,20
0,4000,10.65,B,2,RENT,20000,27
0,6000,10.75,B,3,RENT,51500,26
0,9600,5.99,A,9,MORTGAGE,56004,30
0,4800,,C,4,MORTGAGE,122000,26
0,13000,6.92,A,0,RENT,52680,45
0,11400,7.51,A,10,RENT,30000,25
0,4800,10.65,B,1,RENT,26000,25
0,8000,12.69,B,6,MORTGAGE,40800,27
0,4500,6.62,A,4,RENT,70000,29
0,8000,11.86,B,2,MORTGAGE,35000,24
0,9600,6.91,A,14,MORTGAGE,140000,33
0,20000,13.49,C,0,RENT,75000,27
0,3000,,B,12,MORTGAGE,73000,22
0,6500,6.17,A,2,MORTGAGE,56256,32
0,3000,7.51,A,5,MORTGAGE,75000,25
0,2500,9.25,B,15,MORTGAGE,35000,26
0,12000,12.68,C,9,RENT,87500,24
0,15000,10.37,B,3,MORTGAGE,121680,25
0,8000,7.29,A,5,RENT,45286.8,23
0,3600,13.49,C,12,MORTGAGE,65004,24
0,3600,11.99,B,4,RENT,48000,33
0,9000,10,B,3,RENT,45600,41
0,6875,6.54,A,0,MORTGAGE,95000,22
0,3000,11.11,B,3,MORTGAGE,80000,27
0,6000,5.99,A,7,MORTGAGE,50000,31
0,26000,13.99,C,12,MORTGAGE,127992,26
0,10000,6.03,A,5,RENT,70000,22
0,6000,5.79,A,5,RENT,29496,29
0,1800,11.49,B,12,MORTGAGE,51000,29
0,10000,14.91,D,3,RENT,37500,26
0,15000,10.37,B,1,MORTGAGE,95000,26
0,6000,9.63,B,3,RENT,78000,41
0,4800,9.88,B,0,RENT,48000,24
0,12000,,A,7,MORTGAGE,31303,26
0,3000,8.49,A,10,MORTGAGE,93000,31
0,10800,10.99,B,4,RENT,48000,34
0,5100,12.99,C,0,RENT,35368,21
0,8000,15.23,C,24,MORTGAGE,75000,24
0,7200,9.25,B,5,RENT,80500,23
0,10000,6.03,A,2,MORTGAGE,40000,22
0,8000,14.09,D,8,RENT,300000,29
0,5000,10.65,B,1,OWN,44475,24
0,4000,11.71,B,,RENT,25000,23
0,35000,,E,21,MORTGAGE,102000,33
0,25000,11.12,B,14,MORTGAGE,75689,23
0,5000,11.36,B,0,RENT,40000,25
0,4000,13.43,C,7,MORTGAGE,53712,38
0,2100,,C,4,MORTGAGE,72000,24
0,6000,7.29,A,2,RENT,51000,29
0,4200,5.99,A,6,MORTGAGE,40000,27
0,8000,17.19,E,3,MORTGAGE,150000,27
0,9000,7.51,A,4,MORTGAGE,30000,25
0,10000,14.27,C,0,RENT,62000,23
0,4000,5.42,A,4,MORTGAGE,48000,24
0,7000,7.29,A,1,RENT,72500,29
0,8000,10.74,B,1,RENT,45000,37
0,5000,11.12,B,5,MORTGAGE,75000,23
0,1800,9.63,B,22,MORTGAGE,100000,35
0,10075,13.98,C,1,RENT,65400,23
0,5000,6.54,A,3,RENT,17004,23
0,35000,7.9,A,11,MORTGAGE,118400,29
0,3600,15.23,C,2,RENT,68480,37
0,9000,12.69,B,0,RENT,45000,29
0,1800,5.99,A,,RENT,9600,30
0,24250,10.25,B,6,MORTGAGE,48000,25
0,7000,5.42,A,15,MORTGAGE,45000,23
0,28000,16.49,D,8,MORTGAGE,240000,30
0,11000,,A,1,RENT,50000,22
0,15000,,B,24,RENT,47881.47,28
0,4500,5.99,A,1,RENT,15600,23
0,14525,10.99,B,1,RENT,60000,24
0,3500,11.71,B,1,RENT,31400,27
0,8000,6.17,A,5,MORTGAGE,112000,27
0,8200,6.99,A,2,RENT,150000,22
0,12000,10.37,B,3,RENT,54996,25
0,15000,17.58,D,14,MORTGAGE,204000,27
0,6000,7.9,A,2,RENT,33000,28
0,7100,6.99,A,3,RENT,95000,25
0,10000,15.65,D,15,OWN,105000,26
0,10000,8.49,A,2,MORTGAGE,86748,23
0,4800,5.42,A,5,MORTGAGE,35000,24
0,7500,7.9,A,6,MORTGAGE,45000,30
0,12000,14.27,C,3,RENT,72000,28
0,9600,8.49,A,2,RENT,45000,33
0,5575,7.9,A,,RENT,20485,24
0,13000,14.54,D,5,OWN,47000,28
0,10000,9.99,B,3,RENT,47200,28
0,16000,10.99,B,19,OWN,98000,34
0,6800,8.9,A,6,RENT,27600,23
0,4000,15.62,D,7,MORTGAGE,72000,23
0,6800,6.92,A,9,MORTGAGE,50000,22
0,4400,19.03,E,7,RENT,80000,24
0,3000,18.25,D,9,MORTGAGE,65000,26
0,9000,14.09,D,1,RENT,75000,23
0,10000,7.49,A,3,RENT,38400,34
0,15000,11.12,B,6,RENT,60000,31
0,12000,10.38,B,15,OWN,49536,27
0,14150,12.69,B,3,RENT,40000,29
0,5000,10.36,B,4,RENT,42100,31
0,7200,,B,2,RENT,76000,29
0,12000,16.45,E,0,RENT,31200,30
0,6500,,A,0,RENT,123000,29
0,15000,15.95,E,5,RENT,105504,23
0,10625,6.03,A,21,MORTGAGE,73000,26
0,7500,6.03,A,24,RENT,55000,22
0,13600,12.42,B,5,RENT,80000,30
0,2000,13.49,C,13,MORTGAGE,70000,23
0,13000,8.49,A,10,MORTGAGE,86000,25
0,11200,14.27,C,4,RENT,46000,31
0,10000,13.23,C,4,RENT,52000,29
0,22000,7.49,A,11,OWN,50343,28
0,5500,13.11,C,4,RENT,15192,21
0,9000,15.23,C,14,MORTGAGE,72000,30
0,10000,8.88,B,5,MORTGAGE,54000,26
0,10000,7.51,A,16,MORTGAGE,51600,46
0,22650,,A,10,RENT,69600,34
0,24000,10.99,B,2,MORTGAGE,65000,43
0,14850,8.9,A,8,RENT,31500,25
0,11625,13.49,C,0,MORTGAGE,36000,22
0,12000,9.91,B,8,MORTGAGE,70000,27
0,6000,11.99,B,1,RENT,24000,24
0,6000,7.88,A,9,RENT,21600,27
0,22000,10.75,B,3,MORTGAGE,160000,33
0,13275,17.58,D,5,RENT,54000,23
0,24250,11.36,B,15,MORTGAGE,77052,20
0,3775,6.17,A,0,RENT,50000,32
0,7000,12.69,B,0,RENT,30000,23
0,16750,7.88,A,11,MORTGAGE,45344,36
0,20000,11.71,B,4,MORTGAGE,65000,31
0,25000,13.06,C,0,MORTGAGE,138000,29
0,8400,7.51,A,4,MORTGAGE,31200,26
0,1000,,B,2,OWN,19200,25
0,17500,17.19,E,7,RENT,54996,24
0,3200,,B,12,MORTGAGE,81100,24
0,17625,8.9,A,1,RENT,45000,23
0,12000,6.17,A,2,MORTGAGE,51000,26
0,9500,11.99,B,3,MORTGAGE,35004,30
0,7000,8.9,A,0,RENT,75000,26
0,9250,12.23,C,0,OWN,37000,21
0,10000,,A,0,RENT,85500,26
0,5975,11.49,B,4,MORTGAGE,34800,26
0,3600,15.27,C,15,RENT,74400,33
0,6000,6.03,A,20,MORTGAGE,150000,34
0,4500,10.36,B,3,RENT,47400,31
0,12500,7.51,A,8,MORTGAGE,63720,25
0,12000,12.99,C,3,RENT,51000,23
0,6000,8.88,B,11,OWN,36000,23
0,8000,13.72,C,22,MORTGAGE,55000,29
0,6000,6.54,A,11,MORTGAGE,78200,25
0,10000,5.79,A,12,MORTGAGE,65000,24
0,2500,9.91,B,,OWN,23964,22
0,3200,14.22,C,11,MORTGAGE,40800,29
0,12000,11.99,B,5,MORTGAGE,112000,23
0,25000,15.95,E,7,RENT,84000,28
0,4000,10,B,1,RENT,38196,33
0,6600,10.99,B,4,RENT,60000,22
0,7700,15.23,C,4,RENT,63000,40
0,4000,16.32,E,3,RENT,15600,24
0,20000,18.3,F,7,RENT,130606,30
0,2500,13.49,C,3,RENT,43000,26
0,5000,7.49,A,,MORTGAGE,32400,22
0,6250,15.99,D,3,RENT,27000,22
0,35000,9.63,B,11,MORTGAGE,107000,27
0,3000,7.88,A,14,RENT,110000,24
0,25000,16.45,E,4,MORTGAGE,107280,23
0,5600,5.42,A,2,MORTGAGE,85000,37
0,4400,,B,6,MORTGAGE,80000,28
0,20000,7.49,A,15,MORTGAGE,72000,23
0,11500,8.49,A,9,RENT,22188,28
0,16800,11.99,B,11,MORTGAGE,60000,22
0,10000,6.91,A,0,RENT,44000,37
0,4800,7.29,A,2,MORTGAGE,32400,25
0,12000,7.29,A,7,MORTGAGE,48000,24
0,9000,10.99,B,37,OWN,178000,47
0,2525,,B,2,RENT,12960,21
0,7975,5.79,A,8,MORTGAGE,40800,22
0,13000,7.51,A,0,MORTGAGE,93000,33
0,7000,,A,15,MORTGAGE,105000,28
0,14000,17.19,E,1,MORTGAGE,96500,24
0,6000,6.17,A,1,MORTGAGE,54000,25
0,10000,9.99,B,2,RENT,53500,22
0,4000,11.49,B,,MORTGAGE,56400,23
0,12000,10.99,B,4,RENT,60000,30
0,1000,14.65,C,7,OWN,56000,27
0,5000,14.35,C,8,MORTGAGE,85000,23
0,12500,6.92,A,16,MORTGAGE,60000,26
0,13000,7.51,A,6,MORTGAGE,140000,33
0,4000,,A,4,OWN,25000,27
0,14000,17.49,D,18,RENT,41340,22
0,4000,10.75,B,1,RENT,96000,30
0,5000,5.79,A,9,MORTGAGE,57600,23
0,6000,5.79,A,,OWN,24000,30
0,1800,13.48,C,6,OWN,45600,22
0,10000,11.49,B,3,RENT,130000,27
0,8400,16.89,D,6,MORTGAGE,60000,25
0,9200,6.03,A,12,MORTGAGE,72996,27
0,15000,14.79,C,4,MORTGAGE,200000,26
0,8500,6.99,A,5,RENT,38000,27
0,4375,,B,6,RENT,130000,35
0,4000,14.35,C,0,RENT,23920,25
0,10000,11.99,B,5,RENT,47000,31
0,2500,10.65,B,2,RENT,24000,27
0,5000,15.7,D,3,RENT,35000,25
0,3500,9.25,B,13,MORTGAGE,90000,22
0,2500,13.61,C,4,RENT,42000,23
0,13000,7.51,A,9,RENT,55000,25
0,11500,11.86,B,2,RENT,70000,23
0,5500,6.76,A,5,MORTGAGE,85000,47
0,6000,7.9,A,4,MORTGAGE,81360,26
0,14000,7.66,A,4,MORTGAGE,76000,25
0,12000,6.91,A,1,RENT,105000,53
0,1800,7.88,A,8,MORTGAGE,99000,23
0,8000,7.9,A,16,RENT,70000,26
0,2400,16.02,D,2,MORTGAGE,45868,22
0,10000,7.66,A,6,RENT,38000,26
0,10000,11.49,B,5,MORTGAGE,68000,50
0,20000,6.54,A,0,MORTGAGE,192000,21
0,8000,6.76,A,2,MORTGAGE,100000,36
0,5000,7.49,A,1,RENT,50000,24
0,9000,7.51,A,4,RENT,80400,23
0,15000,12.42,B,17,MORTGAGE,80000,23
0,8000,11.49,B,5,MORTGAGE,100000,23
0,6000,7.9,A,6,RENT,49000,23
0,3200,8.49,A,1,RENT,18000,21
0,11000,5.42,A,0,MORTGAGE,55000,27
0,9600,14.09,D,8,OWN,51996,27
0,1800,6.76,A,6,MORTGAGE,28500,37
0,12500,6.54,A,15,MORTGAGE,114996,39
